,date,breakout_direction1,breakout_time1,breakout_direction2,breakout_time2,breakout_direction3,breakout_time3,breakout_direction4,breakout_time4,breakout_direction5,breakout_time5,breakout_direction6,breakout_time6,breakout_direction7,breakout_time7,breakout_direction8,breakout_time8,breakout_direction9,breakout_time9,breakout_direction10,breakout_time10,breakout_segment1,breakout_segment2,breakout_segment3,breakout_segment4,breakout_segment5,breakout_segment6,breakout_segment7,breakout_segment8,breakout_segment9,breakout_segment10
2865,2021-12-20,below,2021-12-19 20:50:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2866,2021-12-21,above,2021-12-20 20:35:00,below,2021-12-21 03:30:00,above,2021-12-21 04:25:00,,,,,,,,,,,,,,,adr,odr,odr,,,,,,,
2867,2021-12-22,above,2021-12-21 20:35:00,below,2021-12-22 00:10:00,above,2021-12-22 04:35:00,below,2021-12-22 07:20:00,above,2021-12-22 10:15:00,,,,,,,,,,,adr,adr,odr,odr,rdr,,,,,
2868,2021-12-27,above,2021-12-26 21:35:00,below,2021-12-27 01:10:00,above,2021-12-27 09:00:00,,,,,,,,,,,,,,,adr,adr,rdr_transition,,,,,,,
2869,2021-12-28,below,2021-12-27 21:15:00,above,2021-12-27 22:05:00,below,2021-12-28 02:45:00,above,2021-12-28 03:25:00,,,,,,,,,,,,,adr,adr,adr_transition,odr,,,,,,
2870,2021-12-29,below,2021-12-28 21:30:00,above,2021-12-29 10:30:00,below,2021-12-29 11:25:00,above,2021-12-29 13:15:00,,,,,,,,,,,,,adr,rdr,rdr,rdr,,,,,,
2871,2021-12-30,above,2021-12-29 20:40:00,below,2021-12-30 01:00:00,above,2021-12-30 09:10:00,,,,,,,,,,,,,,,adr,adr,rdr_transition,,,,,,,
2872,2022-01-03,below,2022-01-02 20:40:00,above,2022-01-03 03:00:00,below,2022-01-03 07:10:00,above,2022-01-03 11:45:00,,,,,,,,,,,,,adr,odr,odr,rdr,,,,,,
2873,2022-01-04,below,2022-01-04 02:15:00,above,2022-01-04 05:10:00,,,,,,,,,,,,,,,,,adr_transition,odr,,,,,,,,
2874,2022-01-05,below,2022-01-04 20:35:00,above,2022-01-05 07:05:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2875,2022-01-06,below,2022-01-05 20:55:00,above,2022-01-06 03:00:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2876,2022-01-10,above,2022-01-09 20:55:00,below,2022-01-10 07:15:00,above,2022-01-10 08:50:00,below,2022-01-10 10:00:00,,,,,,,,,,,,,adr,odr,rdr_transition,rdr,,,,,,
2877,2022-01-11,above,2022-01-10 21:55:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2878,2022-01-12,below,2022-01-11 22:15:00,above,2022-01-12 03:15:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2879,2022-01-13,below,2022-01-12 20:50:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2880,2022-01-17,above,2022-01-16 20:50:00,below,2022-01-16 21:40:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2881,2022-01-18,above,2022-01-17 20:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2882,2022-01-19,below,2022-01-18 22:20:00,above,2022-01-19 11:35:00,below,2022-01-19 13:10:00,,,,,,,,,,,,,,,adr,rdr,rdr,,,,,,,
2883,2022-01-20,above,2022-01-19 21:15:00,below,2022-01-20 15:35:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2884,2022-01-24,below,2022-01-23 22:00:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2885,2022-01-25,above,2022-01-25 01:15:00,below,2022-01-25 07:00:00,above,2022-01-25 09:55:00,,,,,,,,,,,,,,,adr,odr,rdr,,,,,,,
2886,2022-01-26,above,2022-01-25 20:35:00,below,2022-01-25 21:55:00,above,2022-01-26 01:20:00,,,,,,,,,,,,,,,adr,adr,adr,,,,,,,
2887,2022-01-27,below,2022-01-26 20:55:00,above,2022-01-27 03:25:00,below,2022-01-27 04:00:00,above,2022-01-27 04:50:00,below,2022-01-27 10:25:00,above,2022-01-27 10:55:00,below,2022-01-27 12:05:00,,,,,,,adr,odr,odr,odr,rdr,rdr,rdr,,,
2888,2022-01-31,below,2022-01-31 03:00:00,above,2022-01-31 14:25:00,,,,,,,,,,,,,,,,,odr,rdr,,,,,,,,
2889,2022-02-01,below,2022-01-31 20:50:00,above,2022-02-01 11:05:00,below,2022-02-01 11:40:00,,,,,,,,,,,,,,,adr,rdr,rdr,,,,,,,
2890,2022-02-02,below,2022-02-01 20:35:00,above,2022-02-02 04:30:00,below,2022-02-02 04:50:00,above,2022-02-02 07:50:00,below,2022-02-02 09:55:00,,,,,,,,,,,adr,odr,odr,odr,rdr,,,,,
2891,2022-02-03,below,2022-02-02 20:45:00,above,2022-02-02 22:05:00,below,2022-02-03 04:00:00,above,2022-02-03 09:35:00,below,2022-02-03 09:50:00,above,2022-02-03 10:05:00,,,,,,,,,adr,adr,odr,rdr,rdr,rdr,,,,
2892,2022-02-07,below,2022-02-06 21:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2893,2022-02-08,above,2022-02-08 00:45:00,below,2022-02-08 02:25:00,,,,,,,,,,,,,,,,,adr,adr_transition,,,,,,,,
2894,2022-02-09,above,2022-02-08 23:15:00,below,2022-02-09 01:25:00,above,2022-02-09 09:25:00,below,2022-02-09 11:50:00,above,2022-02-09 14:10:00,,,,,,,,,,,adr,adr,rdr_transition,rdr,rdr,,,,,
2895,2022-02-10,below,2022-02-09 21:25:00,above,2022-02-10 04:05:00,below,2022-02-10 09:00:00,above,2022-02-10 09:35:00,below,2022-02-10 13:35:00,above,2022-02-10 15:10:00,,,,,,,,,adr,odr,rdr_transition,rdr,rdr,rdr,,,,
2896,2022-02-14,below,2022-02-14 01:35:00,above,2022-02-14 13:55:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2897,2022-02-15,above,2022-02-14 20:50:00,below,2022-02-15 00:05:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2898,2022-02-16,above,2022-02-16 02:00:00,below,2022-02-16 15:25:00,,,,,,,,,,,,,,,,,adr_transition,rdr,,,,,,,,
2899,2022-02-17,above,2022-02-16 22:05:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2900,2022-02-21,above,2022-02-21 13:00:00,,,,,,,,,,,,,,,,,,,rdr,,,,,,,,,
2901,2022-02-22,above,2022-02-22 01:45:00,below,2022-02-22 10:10:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2902,2022-02-23,above,2022-02-22 22:00:00,below,2022-02-23 03:45:00,above,2022-02-23 09:45:00,below,2022-02-23 15:00:00,above,2022-02-23 15:55:00,,,,,,,,,,,adr,odr,rdr,rdr,rdr,,,,,
2903,2022-02-24,above,2022-02-23 21:25:00,below,2022-02-24 14:20:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2904,2022-02-28,above,2022-02-27 23:00:00,below,2022-02-28 02:55:00,,,,,,,,,,,,,,,,,adr,adr_transition,,,,,,,,
2905,2022-03-01,above,2022-03-01 00:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2906,2022-03-02,above,2022-03-01 20:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2907,2022-03-03,above,2022-03-02 20:45:00,below,2022-03-03 08:35:00,,,,,,,,,,,,,,,,,adr,rdr_transition,,,,,,,,
2908,2022-03-07,above,2022-03-06 21:55:00,below,2022-03-07 07:20:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2909,2022-03-08,above,2022-03-07 21:50:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2910,2022-03-09,above,2022-03-08 21:30:00,below,2022-03-09 03:05:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2911,2022-03-10,below,2022-03-09 21:10:00,above,2022-03-09 23:10:00,below,2022-03-10 01:10:00,above,2022-03-10 02:10:00,below,2022-03-10 10:15:00,,,,,,,,,,,adr,adr,adr,adr_transition,rdr,,,,,
2912,2022-03-14,below,2022-03-13 21:00:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2913,2022-03-15,below,2022-03-14 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2914,2022-03-16,above,2022-03-15 21:00:00,below,2022-03-16 10:30:00,above,2022-03-16 11:35:00,below,2022-03-16 14:25:00,,,,,,,,,,,,,adr,rdr,rdr,rdr,,,,,,
2915,2022-03-17,above,2022-03-16 21:00:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2916,2022-03-21,above,2022-03-20 21:05:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2917,2022-03-22,above,2022-03-21 21:20:00,below,2022-03-22 04:00:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2918,2022-03-23,above,2022-03-22 21:00:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2919,2022-03-24,above,2022-03-23 20:40:00,below,2022-03-23 23:25:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2920,2022-03-28,above,2022-03-27 23:10:00,below,2022-03-28 01:50:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2921,2022-03-29,above,2022-03-28 21:15:00,below,2022-03-29 07:45:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2922,2022-03-30,below,2022-03-29 21:25:00,above,2022-03-30 02:50:00,,,,,,,,,,,,,,,,,adr,adr_transition,,,,,,,,
2923,2022-03-31,below,2022-03-30 22:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2924,2022-04-04,above,2022-04-03 20:55:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2925,2022-04-05,above,2022-04-04 21:00:00,below,2022-04-05 03:10:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2926,2022-04-06,above,2022-04-05 21:10:00,below,2022-04-06 11:15:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2927,2022-04-07,above,2022-04-06 21:00:00,below,2022-04-07 04:00:00,above,2022-04-07 06:30:00,below,2022-04-07 11:00:00,,,,,,,,,,,,,adr,odr,odr,rdr,,,,,,
2928,2022-04-11,below,2022-04-10 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2929,2022-04-12,above,2022-04-11 21:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2930,2022-04-13,below,2022-04-12 20:50:00,above,2022-04-13 06:20:00,below,2022-04-13 08:20:00,above,2022-04-13 08:40:00,,,,,,,,,,,,,adr,odr,rdr_transition,rdr_transition,,,,,,
2931,2022-04-18,above,2022-04-17 21:05:00,below,2022-04-17 22:30:00,above,2022-04-18 09:40:00,below,2022-04-18 11:05:00,above,2022-04-18 12:15:00,,,,,,,,,,,adr,adr,rdr,rdr,rdr,,,,,
2932,2022-04-19,below,2022-04-18 21:30:00,above,2022-04-18 22:10:00,below,2022-04-19 02:45:00,,,,,,,,,,,,,,,adr,adr,adr_transition,,,,,,,
2933,2022-04-20,below,2022-04-19 20:55:00,above,2022-04-20 07:45:00,below,2022-04-20 08:35:00,,,,,,,,,,,,,,,adr,odr,rdr_transition,,,,,,,
2934,2022-04-21,above,2022-04-20 21:30:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2935,2022-04-25,below,2022-04-24 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2936,2022-04-26,above,2022-04-25 20:50:00,below,2022-04-25 21:05:00,above,2022-04-25 21:10:00,below,2022-04-26 03:15:00,above,2022-04-26 06:55:00,,,,,,,,,,,adr,adr,adr,odr,odr,,,,,
2937,2022-04-27,above,2022-04-26 21:00:00,below,2022-04-26 23:30:00,above,2022-04-27 03:00:00,below,2022-04-27 04:05:00,,,,,,,,,,,,,adr,adr,odr,odr,,,,,,
2938,2022-04-28,below,2022-04-27 21:30:00,above,2022-04-28 03:55:00,below,2022-04-28 07:50:00,above,2022-04-28 09:10:00,,,,,,,,,,,,,adr,odr,odr,rdr_transition,,,,,,
2939,2022-05-02,below,2022-05-01 21:40:00,above,2022-05-02 12:15:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2940,2022-05-03,above,2022-05-02 20:55:00,below,2022-05-02 23:45:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2941,2022-05-04,above,2022-05-03 23:10:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2942,2022-05-05,above,2022-05-04 20:40:00,below,2022-05-04 22:00:00,above,2022-05-05 01:20:00,below,2022-05-05 03:15:00,above,2022-05-05 06:15:00,below,2022-05-05 11:45:00,above,2022-05-05 14:10:00,,,,,,,adr,adr,adr,odr,odr,rdr,rdr,,,
2943,2022-05-09,below,2022-05-08 21:00:00,above,2022-05-08 21:50:00,below,2022-05-09 02:55:00,,,,,,,,,,,,,,,adr,adr,adr_transition,,,,,,,
2944,2022-05-10,below,2022-05-09 21:05:00,above,2022-05-10 03:20:00,below,2022-05-10 05:45:00,above,2022-05-10 08:45:00,below,2022-05-10 10:45:00,,,,,,,,,,,adr,odr,odr,rdr_transition,rdr,,,,,
2945,2022-05-11,above,2022-05-10 21:05:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2946,2022-05-12,below,2022-05-11 21:05:00,above,2022-05-12 10:15:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2947,2022-05-16,below,2022-05-15 20:35:00,above,2022-05-16 11:25:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2948,2022-05-17,above,2022-05-16 21:10:00,below,2022-05-16 23:40:00,above,2022-05-17 04:10:00,below,2022-05-17 11:55:00,,,,,,,,,,,,,adr,adr,odr,rdr,,,,,,
2949,2022-05-18,below,2022-05-17 21:30:00,above,2022-05-18 04:30:00,below,2022-05-18 06:50:00,above,2022-05-18 07:45:00,below,2022-05-18 09:25:00,,,,,,,,,,,adr,odr,odr,odr,rdr_transition,,,,,
2950,2022-05-19,above,2022-05-18 20:40:00,below,2022-05-19 05:55:00,above,2022-05-19 09:35:00,,,,,,,,,,,,,,,adr,odr,rdr,,,,,,,
2951,2022-05-23,above,2022-05-22 21:00:00,below,2022-05-23 09:20:00,above,2022-05-23 09:30:00,below,2022-05-23 10:05:00,above,2022-05-23 11:25:00,below,2022-05-23 12:50:00,,,,,,,,,adr,rdr_transition,rdr,rdr,rdr,rdr,,,,
2952,2022-05-24,above,2022-05-23 20:40:00,below,2022-05-24 01:40:00,above,2022-05-24 04:20:00,,,,,,,,,,,,,,,adr,adr,odr,,,,,,,
2953,2022-05-25,above,2022-05-24 21:55:00,below,2022-05-25 02:15:00,above,2022-05-25 03:30:00,below,2022-05-25 10:45:00,,,,,,,,,,,,,adr,adr_transition,odr,rdr,,,,,,
2954,2022-05-26,below,2022-05-25 21:25:00,above,2022-05-26 03:40:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2955,2022-05-30,above,2022-05-29 21:00:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2956,2022-05-31,below,2022-05-30 20:45:00,above,2022-05-30 22:35:00,below,2022-05-31 11:00:00,,,,,,,,,,,,,,,adr,adr,rdr,,,,,,,
2957,2022-06-01,above,2022-05-31 20:55:00,below,2022-05-31 23:10:00,above,2022-06-01 02:30:00,below,2022-06-01 14:15:00,above,2022-06-01 15:00:00,below,2022-06-01 15:35:00,,,,,,,,,adr,adr,adr_transition,rdr,rdr,rdr,,,,
2958,2022-06-02,below,2022-06-01 20:40:00,above,2022-06-02 08:10:00,,,,,,,,,,,,,,,,,adr,rdr_transition,,,,,,,,
2959,2022-06-06,below,2022-06-05 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2960,2022-06-07,above,2022-06-06 21:05:00,below,2022-06-07 05:05:00,above,2022-06-07 09:45:00,below,2022-06-07 13:05:00,above,2022-06-07 14:15:00,,,,,,,,,,,adr,odr,rdr,rdr,rdr,,,,,
2961,2022-06-08,above,2022-06-07 20:35:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2962,2022-06-09,below,2022-06-08 20:40:00,above,2022-06-08 21:10:00,below,2022-06-09 02:10:00,,,,,,,,,,,,,,,adr,adr,adr_transition,,,,,,,
2963,2022-06-13,below,2022-06-13 00:00:00,above,2022-06-13 12:30:00,below,2022-06-13 13:25:00,,,,,,,,,,,,,,,adr,rdr,rdr,,,,,,,
2964,2022-06-14,above,2022-06-13 20:35:00,below,2022-06-14 13:45:00,,,,,,,,,,,,,,,,,adr,rdr,,,,,,,,
2965,2022-06-15,above,2022-06-14 21:00:00,below,2022-06-15 04:35:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2966,2022-06-16,above,2022-06-15 21:20:00,below,2022-06-16 00:05:00,above,2022-06-16 13:00:00,,,,,,,,,,,,,,,adr,adr,rdr,,,,,,,
2967,2022-06-20,above,2022-06-19 20:35:00,below,2022-06-19 21:05:00,above,2022-06-20 13:10:00,,,,,,,,,,,,,,,adr,adr,rdr,,,,,,,
2968,2022-06-21,above,2022-06-20 21:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2969,2022-06-22,below,2022-06-21 21:30:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2970,2022-06-23,above,2022-06-22 20:50:00,below,2022-06-22 21:55:00,above,2022-06-23 01:15:00,,,,,,,,,,,,,,,adr,adr,adr,,,,,,,
2971,2022-06-27,above,2022-06-26 21:05:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2972,2022-06-28,above,2022-06-27 22:00:00,below,2022-06-28 10:30:00,above,2022-06-28 11:05:00,,,,,,,,,,,,,,,adr,rdr,rdr,,,,,,,
2973,2022-06-29,below,2022-06-28 21:00:00,above,2022-06-29 06:40:00,below,2022-06-29 11:30:00,,,,,,,,,,,,,,,adr,odr,rdr,,,,,,,
2974,2022-06-30,above,2022-06-29 21:30:00,below,2022-06-30 06:55:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2975,2022-07-04,below,2022-07-03 20:55:00,above,2022-07-04 01:30:00,below,2022-07-04 04:25:00,above,2022-07-04 06:50:00,,,,,,,,,,,,,adr,adr,odr,odr,,,,,,
2976,2022-07-05,above,2022-07-04 21:00:00,below,2022-07-05 01:35:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2977,2022-07-06,below,2022-07-05 21:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2978,2022-07-07,below,2022-07-06 21:25:00,above,2022-07-06 22:50:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2979,2022-07-11,below,2022-07-10 21:05:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2980,2022-07-12,below,2022-07-11 20:40:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2981,2022-07-13,above,2022-07-12 20:35:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2982,2022-07-14,above,2022-07-13 21:20:00,below,2022-07-14 00:00:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2983,2022-07-18,below,2022-07-17 20:35:00,above,2022-07-17 22:50:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
2984,2022-07-19,above,2022-07-18 21:00:00,below,2022-07-19 04:50:00,above,2022-07-19 06:00:00,below,2022-07-19 06:35:00,above,2022-07-19 10:25:00,below,2022-07-19 11:10:00,above,2022-07-19 11:50:00,,,,,,,adr,odr,odr,odr,rdr,rdr,rdr,,,
2985,2022-07-20,below,2022-07-19 21:00:00,above,2022-07-19 22:35:00,below,2022-07-20 00:25:00,above,2022-07-20 12:25:00,below,2022-07-20 13:10:00,,,,,,,,,,,adr,adr,adr,rdr,rdr,,,,,
2986,2022-07-21,below,2022-07-20 21:05:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2987,2022-07-25,below,2022-07-24 21:05:00,above,2022-07-25 05:40:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
2988,2022-07-26,below,2022-07-25 20:45:00,above,2022-07-25 21:00:00,below,2022-07-26 11:35:00,,,,,,,,,,,,,,,adr,adr,rdr,,,,,,,
2989,2022-07-27,above,2022-07-26 21:00:00,below,2022-07-26 21:15:00,above,2022-07-27 01:55:00,below,2022-07-27 05:45:00,above,2022-07-27 06:40:00,below,2022-07-27 09:05:00,above,2022-07-27 09:20:00,below,2022-07-27 10:20:00,above,2022-07-27 10:40:00,,,adr,adr,adr,odr,odr,rdr_transition,rdr_transition,rdr,rdr,
2990,2022-07-28,below,2022-07-27 20:45:00,above,2022-07-27 21:05:00,below,2022-07-28 09:45:00,above,2022-07-28 11:40:00,below,2022-07-28 12:15:00,,,,,,,,,,,adr,adr,rdr,rdr,rdr,,,,,
2991,2022-08-01,below,2022-07-31 21:10:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
2992,2022-08-02,below,2022-08-01 21:10:00,above,2022-08-02 02:50:00,below,2022-08-02 04:00:00,above,2022-08-02 07:25:00,,,,,,,,,,,,,adr,adr_transition,odr,odr,,,,,,
2993,2022-08-03,above,2022-08-02 21:00:00,below,2022-08-03 04:05:00,above,2022-08-03 07:15:00,below,2022-08-03 10:35:00,,,,,,,,,,,,,adr,odr,odr,rdr,,,,,,
2994,2022-08-04,above,2022-08-03 20:50:00,below,2022-08-03 21:00:00,above,2022-08-03 21:55:00,below,2022-08-03 23:15:00,above,2022-08-04 05:50:00,below,2022-08-04 07:20:00,,,,,,,,,adr,adr,adr,adr,odr,odr,,,,
2995,2022-08-08,above,2022-08-07 20:50:00,below,2022-08-08 06:20:00,above,2022-08-08 09:20:00,,,,,,,,,,,,,,,adr,odr,rdr_transition,,,,,,,
2996,2022-08-09,above,2022-08-08 21:00:00,below,2022-08-08 21:45:00,above,2022-08-08 23:55:00,below,2022-08-09 02:30:00,above,2022-08-09 06:15:00,below,2022-08-09 12:00:00,above,2022-08-09 13:50:00,,,,,,,adr,adr,adr,adr_transition,odr,rdr,rdr,,,
2997,2022-08-10,below,2022-08-09 20:40:00,above,2022-08-09 21:45:00,below,2022-08-09 22:30:00,above,2022-08-10 08:40:00,below,2022-08-10 08:50:00,above,2022-08-10 11:55:00,,,,,,,,,adr,adr,adr,rdr_transition,rdr_transition,rdr,,,,
2998,2022-08-11,above,2022-08-10 20:45:00,below,2022-08-11 03:40:00,above,2022-08-11 04:05:00,,,,,,,,,,,,,,,adr,odr,odr,,,,,,,
2999,2022-08-15,below,2022-08-14 21:00:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
3000,2022-08-16,above,2022-08-15 21:40:00,below,2022-08-16 04:05:00,above,2022-08-16 05:05:00,below,2022-08-16 11:00:00,,,,,,,,,,,,,adr,odr,odr,rdr,,,,,,
3001,2022-08-17,below,2022-08-16 20:35:00,above,2022-08-16 23:00:00,below,2022-08-17 03:45:00,above,2022-08-17 06:10:00,below,2022-08-17 06:40:00,above,2022-08-17 10:05:00,below,2022-08-17 11:40:00,above,2022-08-17 12:25:00,,,,,adr,adr,odr,odr,odr,rdr,rdr,rdr,,
3002,2022-08-18,above,2022-08-17 21:00:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
3003,2022-08-22,above,2022-08-21 21:00:00,below,2022-08-22 01:05:00,above,2022-08-22 05:10:00,below,2022-08-22 09:00:00,above,2022-08-22 11:35:00,below,2022-08-22 11:50:00,above,2022-08-22 12:10:00,below,2022-08-22 13:25:00,above,2022-08-22 14:00:00,,,adr,adr,odr,rdr_transition,rdr,rdr,rdr,rdr,rdr,
3004,2022-08-23,below,2022-08-22 21:00:00,above,2022-08-22 23:10:00,below,2022-08-23 02:30:00,above,2022-08-23 03:05:00,,,,,,,,,,,,,adr,adr,adr_transition,odr,,,,,,
3005,2022-08-24,above,2022-08-23 21:00:00,below,2022-08-23 21:50:00,above,2022-08-23 23:05:00,below,2022-08-24 00:05:00,above,2022-08-24 02:10:00,below,2022-08-24 09:15:00,above,2022-08-24 09:25:00,below,2022-08-24 10:30:00,above,2022-08-24 10:45:00,below,2022-08-24 11:20:00,adr,adr,adr,adr,adr_transition,rdr_transition,rdr_transition,rdr,rdr,rdr
3006,2022-08-25,above,2022-08-24 20:35:00,below,2022-08-25 02:30:00,above,2022-08-25 09:20:00,below,2022-08-25 09:30:00,,,,,,,,,,,,,adr,adr_transition,rdr_transition,rdr,,,,,,
3007,2022-08-29,above,2022-08-28 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
3008,2022-08-30,below,2022-08-29 21:10:00,above,2022-08-30 01:50:00,below,2022-08-30 03:00:00,above,2022-08-30 03:10:00,below,2022-08-30 05:00:00,,,,,,,,,,,adr,adr,odr,odr,odr,,,,,
3009,2022-08-31,above,2022-08-30 22:30:00,below,2022-08-31 03:30:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
3010,2022-09-01,below,2022-08-31 20:35:00,above,2022-08-31 21:00:00,below,2022-09-01 01:45:00,,,,,,,,,,,,,,,adr,adr,adr,,,,,,,
3011,2022-09-05,below,2022-09-04 20:55:00,above,2022-09-04 21:20:00,below,2022-09-04 22:40:00,above,2022-09-04 23:25:00,,,,,,,,,,,,,adr,adr,adr,adr,,,,,,
3012,2022-09-06,above,2022-09-05 21:00:00,below,2022-09-06 04:30:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
3013,2022-09-07,below,2022-09-06 21:00:00,above,2022-09-07 05:00:00,below,2022-09-07 08:10:00,,,,,,,,,,,,,,,adr,odr,rdr_transition,,,,,,,
3014,2022-09-08,above,2022-09-07 20:50:00,below,2022-09-08 04:15:00,above,2022-09-08 07:35:00,,,,,,,,,,,,,,,adr,odr,odr,,,,,,,
3015,2022-09-12,below,2022-09-11 20:40:00,above,2022-09-12 03:20:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
3016,2022-09-13,below,2022-09-12 21:00:00,above,2022-09-13 03:35:00,below,2022-09-13 08:35:00,,,,,,,,,,,,,,,adr,odr,rdr_transition,,,,,,,
3017,2022-09-14,below,2022-09-13 20:35:00,above,2022-09-14 05:55:00,below,2022-09-14 07:05:00,above,2022-09-14 09:00:00,,,,,,,,,,,,,adr,odr,odr,rdr_transition,,,,,,
3018,2022-09-15,below,2022-09-14 20:35:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
3019,2022-09-19,above,2022-09-18 20:35:00,below,2022-09-18 23:05:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
3020,2022-09-20,below,2022-09-19 20:40:00,above,2022-09-20 03:15:00,below,2022-09-20 05:45:00,above,2022-09-20 08:15:00,below,2022-09-20 09:10:00,,,,,,,,,,,adr,odr,odr,rdr_transition,rdr_transition,,,,,
3021,2022-09-21,below,2022-09-20 21:00:00,above,2022-09-20 22:40:00,below,2022-09-21 10:40:00,,,,,,,,,,,,,,,adr,adr,rdr,,,,,,,
3022,2022-09-22,below,2022-09-21 20:50:00,above,2022-09-21 21:30:00,,,,,,,,,,,,,,,,,adr,adr,,,,,,,,
3023,2022-09-26,below,2022-09-25 20:45:00,above,2022-09-26 10:05:00,below,2022-09-26 11:05:00,,,,,,,,,,,,,,,adr,rdr,rdr,,,,,,,
3024,2022-09-27,above,2022-09-26 20:45:00,,,,,,,,,,,,,,,,,,,adr,,,,,,,,,
3025,2022-09-28,below,2022-09-27 20:40:00,above,2022-09-28 06:15:00,,,,,,,,,,,,,,,,,adr,odr,,,,,,,,
3026,2022-09-29,above,2022-09-28 21:05:00,below,2022-09-29 01:55:00,above,2022-09-29 05:05:00,below,2022-09-29 10:00:00,above,2022-09-29 10:40:00,below,2022-09-29 14:00:00,,,,,,,,,adr,adr,odr,rdr,rdr,rdr,,,,
