,date,breakout_direction1,breakout_time1,breakout_direction2,breakout_time2,breakout_direction3,breakout_time3,breakout_direction4,breakout_time4,breakout_direction5,breakout_time5,breakout_direction6,breakout_time6,breakout_direction7,breakout_time7,breakout_direction8,breakout_time8,breakout_direction9,breakout_time9,breakout_direction10,breakout_time10
2683,2021-02-02,above,2021-02-01 20:50:00,,,,,,,,,,,,,,,,,,
2684,2021-02-03,above,2021-02-03 00:45:00,below,2021-02-03 09:35:00,,,,,,,,,,,,,,,,
2685,2021-02-04,above,2021-02-03 21:10:00,below,2021-02-03 22:20:00,above,2021-02-04 02:15:00,below,2021-02-04 02:50:00,above,2021-02-04 03:30:00,below,2021-02-04 10:00:00,above,2021-02-04 10:15:00,below,2021-02-04 10:35:00,above,2021-02-04 11:20:00,,
2686,2021-02-08,below,2021-02-08 03:40:00,,,,,,,,,,,,,,,,,,
2687,2021-02-09,above,2021-02-08 20:45:00,below,2021-02-09 06:05:00,above,2021-02-09 09:45:00,,,,,,,,,,,,,,
2688,2021-02-10,above,2021-02-09 20:45:00,below,2021-02-10 10:15:00,,,,,,,,,,,,,,,,
2689,2021-02-11,above,2021-02-10 21:35:00,,,,,,,,,,,,,,,,,,
2690,2021-02-15,below,2021-02-14 21:35:00,above,2021-02-15 12:40:00,,,,,,,,,,,,,,,,
2691,2021-02-16,above,2021-02-15 20:40:00,below,2021-02-16 02:10:00,,,,,,,,,,,,,,,,
2692,2021-02-17,above,2021-02-16 21:10:00,below,2021-02-17 08:50:00,,,,,,,,,,,,,,,,
2693,2021-02-18,below,2021-02-17 20:35:00,,,,,,,,,,,,,,,,,,
2694,2021-02-22,below,2021-02-21 20:45:00,,,,,,,,,,,,,,,,,,
2695,2021-02-23,above,2021-02-22 20:35:00,below,2021-02-23 04:00:00,,,,,,,,,,,,,,,,
2696,2021-02-24,above,2021-02-23 20:40:00,below,2021-02-23 22:15:00,above,2021-02-24 04:25:00,below,2021-02-24 08:45:00,above,2021-02-24 12:25:00,,,,,,,,,,
2697,2021-02-25,above,2021-02-24 23:35:00,below,2021-02-25 03:05:00,,,,,,,,,,,,,,,,
2698,2021-03-01,above,2021-02-28 20:40:00,,,,,,,,,,,,,,,,,,
2699,2021-03-02,below,2021-03-01 20:35:00,,,,,,,,,,,,,,,,,,
2700,2021-03-03,above,2021-03-02 22:00:00,below,2021-03-03 08:30:00,,,,,,,,,,,,,,,,
2701,2021-03-04,above,2021-03-03 21:00:00,below,2021-03-03 21:30:00,above,2021-03-04 02:05:00,below,2021-03-04 04:20:00,above,2021-03-04 07:10:00,below,2021-03-04 09:55:00,above,2021-03-04 10:35:00,below,2021-03-04 12:25:00,,,,
2702,2021-03-08,below,2021-03-07 21:15:00,above,2021-03-08 10:25:00,below,2021-03-08 11:10:00,,,,,,,,,,,,,,
2703,2021-03-09,below,2021-03-08 20:45:00,above,2021-03-08 21:45:00,,,,,,,,,,,,,,,,
2704,2021-03-10,below,2021-03-09 20:35:00,above,2021-03-10 05:20:00,below,2021-03-10 06:00:00,above,2021-03-10 08:30:00,below,2021-03-10 12:35:00,above,2021-03-10 12:45:00,below,2021-03-10 13:35:00,above,2021-03-10 14:45:00,below,2021-03-10 15:55:00,,
2705,2021-03-11,above,2021-03-10 20:45:00,,,,,,,,,,,,,,,,,,
2706,2021-03-15,above,2021-03-14 21:00:00,below,2021-03-14 23:05:00,above,2021-03-15 05:20:00,below,2021-03-15 07:30:00,above,2021-03-15 10:00:00,below,2021-03-15 10:20:00,above,2021-03-15 11:05:00,below,2021-03-15 11:20:00,above,2021-03-15 13:45:00,,
2707,2021-03-16,above,2021-03-15 20:50:00,,,,,,,,,,,,,,,,,,
2708,2021-03-17,below,2021-03-17 06:15:00,above,2021-03-17 14:40:00,,,,,,,,,,,,,,,,
2709,2021-03-18,above,2021-03-17 20:50:00,below,2021-03-17 23:10:00,,,,,,,,,,,,,,,,
2710,2021-03-22,below,2021-03-21 21:10:00,above,2021-03-21 21:45:00,,,,,,,,,,,,,,,,
2711,2021-03-23,below,2021-03-22 20:35:00,above,2021-03-23 08:50:00,below,2021-03-23 09:45:00,above,2021-03-23 10:05:00,below,2021-03-23 10:30:00,above,2021-03-23 10:55:00,below,2021-03-23 14:50:00,,,,,,
2712,2021-03-24,above,2021-03-23 21:05:00,below,2021-03-24 09:35:00,,,,,,,,,,,,,,,,
2713,2021-03-25,below,2021-03-24 21:15:00,above,2021-03-25 01:05:00,below,2021-03-25 07:30:00,,,,,,,,,,,,,,
2714,2021-03-29,below,2021-03-28 20:40:00,above,2021-03-29 05:55:00,below,2021-03-29 09:55:00,above,2021-03-29 12:40:00,,,,,,,,,,,,
2715,2021-03-30,below,2021-03-29 20:40:00,,,,,,,,,,,,,,,,,,
2716,2021-03-31,above,2021-03-30 20:35:00,below,2021-03-31 01:00:00,above,2021-03-31 05:45:00,,,,,,,,,,,,,,
2717,2021-04-01,above,2021-03-31 20:45:00,,,,,,,,,,,,,,,,,,
2718,2021-04-05,below,2021-04-04 22:15:00,above,2021-04-05 04:30:00,,,,,,,,,,,,,,,,
2719,2021-04-06,below,2021-04-05 21:05:00,above,2021-04-06 11:10:00,below,2021-04-06 13:05:00,,,,,,,,,,,,,,
2720,2021-04-07,below,2021-04-06 21:30:00,above,2021-04-07 03:00:00,below,2021-04-07 04:55:00,above,2021-04-07 10:10:00,below,2021-04-07 11:35:00,above,2021-04-07 11:55:00,below,2021-04-07 12:15:00,above,2021-04-07 14:00:00,below,2021-04-07 15:30:00,above,2021-04-07 15:45:00
2721,2021-04-08,above,2021-04-07 21:35:00,,,,,,,,,,,,,,,,,,
2722,2021-04-12,above,2021-04-11 20:35:00,below,2021-04-12 09:45:00,above,2021-04-12 10:15:00,below,2021-04-12 10:35:00,above,2021-04-12 12:25:00,,,,,,,,,,
2723,2021-04-13,below,2021-04-13 00:00:00,above,2021-04-13 08:30:00,,,,,,,,,,,,,,,,
2724,2021-04-14,above,2021-04-13 20:40:00,below,2021-04-13 22:50:00,above,2021-04-14 00:15:00,below,2021-04-14 09:30:00,above,2021-04-14 09:40:00,below,2021-04-14 09:45:00,above,2021-04-14 09:55:00,below,2021-04-14 10:00:00,,,,
2725,2021-04-15,below,2021-04-14 21:40:00,above,2021-04-15 01:35:00,,,,,,,,,,,,,,,,
2726,2021-04-19,above,2021-04-18 20:50:00,below,2021-04-19 08:05:00,above,2021-04-19 09:40:00,below,2021-04-19 10:00:00,,,,,,,,,,,,
2727,2021-04-20,above,2021-04-19 23:25:00,below,2021-04-20 02:50:00,above,2021-04-20 04:20:00,below,2021-04-20 05:25:00,,,,,,,,,,,,
2728,2021-04-21,below,2021-04-20 22:00:00,above,2021-04-21 02:15:00,below,2021-04-21 08:35:00,above,2021-04-21 09:45:00,,,,,,,,,,,,
2729,2021-04-22,above,2021-04-21 20:45:00,below,2021-04-22 09:40:00,above,2021-04-22 10:05:00,below,2021-04-22 13:10:00,,,,,,,,,,,,
2730,2021-04-26,above,2021-04-25 21:45:00,below,2021-04-26 04:25:00,above,2021-04-26 09:25:00,,,,,,,,,,,,,,
2731,2021-04-27,below,2021-04-26 23:10:00,above,2021-04-27 01:30:00,below,2021-04-27 05:50:00,above,2021-04-27 07:05:00,below,2021-04-27 09:35:00,,,,,,,,,,
2732,2021-04-28,above,2021-04-27 21:45:00,below,2021-04-28 03:05:00,above,2021-04-28 14:40:00,below,2021-04-28 14:55:00,,,,,,,,,,,,
2733,2021-04-29,above,2021-04-28 20:50:00,below,2021-04-29 10:00:00,,,,,,,,,,,,,,,,
2734,2021-05-03,above,2021-05-02 20:45:00,below,2021-05-02 22:00:00,above,2021-05-03 03:15:00,below,2021-05-03 04:55:00,above,2021-05-03 07:35:00,below,2021-05-03 09:35:00,above,2021-05-03 10:05:00,below,2021-05-03 10:50:00,,,,
2735,2021-05-04,below,2021-05-03 21:05:00,,,,,,,,,,,,,,,,,,
2736,2021-05-05,above,2021-05-04 20:50:00,below,2021-05-05 15:15:00,,,,,,,,,,,,,,,,
2737,2021-05-06,above,2021-05-05 20:40:00,below,2021-05-05 22:50:00,above,2021-05-06 02:45:00,below,2021-05-06 08:55:00,above,2021-05-06 11:30:00,below,2021-05-06 14:25:00,above,2021-05-06 15:10:00,,,,,,
2738,2021-05-10,above,2021-05-09 21:40:00,below,2021-05-09 23:50:00,,,,,,,,,,,,,,,,
2739,2021-05-11,below,2021-05-10 20:40:00,above,2021-05-11 13:25:00,below,2021-05-11 14:10:00,above,2021-05-11 14:25:00,below,2021-05-11 15:35:00,above,2021-05-11 15:50:00,,,,,,,,
2740,2021-05-12,below,2021-05-11 20:35:00,,,,,,,,,,,,,,,,,,
2741,2021-05-13,above,2021-05-12 20:40:00,below,2021-05-13 03:35:00,above,2021-05-13 07:25:00,,,,,,,,,,,,,,
2742,2021-05-17,below,2021-05-16 20:35:00,,,,,,,,,,,,,,,,,,
2743,2021-05-18,above,2021-05-17 21:05:00,below,2021-05-18 14:20:00,,,,,,,,,,,,,,,,
2744,2021-05-19,below,2021-05-18 22:50:00,above,2021-05-19 14:25:00,below,2021-05-19 14:40:00,above,2021-05-19 15:55:00,,,,,,,,,,,,
2745,2021-05-20,above,2021-05-19 20:35:00,below,2021-05-20 05:20:00,above,2021-05-20 07:15:00,,,,,,,,,,,,,,
2746,2021-05-24,above,2021-05-23 20:50:00,,,,,,,,,,,,,,,,,,
2747,2021-05-25,above,2021-05-24 21:10:00,below,2021-05-25 11:30:00,,,,,,,,,,,,,,,,
2748,2021-05-26,above,2021-05-25 21:00:00,below,2021-05-26 02:20:00,above,2021-05-26 07:20:00,below,2021-05-26 09:25:00,above,2021-05-26 12:00:00,below,2021-05-26 13:50:00,,,,,,,,
2749,2021-05-27,below,2021-05-26 20:40:00,above,2021-05-27 10:30:00,below,2021-05-27 10:50:00,,,,,,,,,,,,,,
2750,2021-05-31,below,2021-05-30 21:30:00,,,,,,,,,,,,,,,,,,
2751,2021-06-01,above,2021-05-31 21:00:00,below,2021-06-01 10:10:00,,,,,,,,,,,,,,,,
2752,2021-06-02,below,2021-06-02 04:40:00,above,2021-06-02 08:25:00,below,2021-06-02 13:45:00,above,2021-06-02 15:45:00,,,,,,,,,,,,
2753,2021-06-03,below,2021-06-03 02:20:00,,,,,,,,,,,,,,,,,,
2754,2021-06-07,below,2021-06-06 21:05:00,above,2021-06-07 14:55:00,,,,,,,,,,,,,,,,
2755,2021-06-08,above,2021-06-07 21:00:00,below,2021-06-08 03:00:00,above,2021-06-08 05:20:00,below,2021-06-08 06:15:00,above,2021-06-08 07:05:00,below,2021-06-08 10:35:00,,,,,,,,
2756,2021-06-09,above,2021-06-09 03:30:00,,,,,,,,,,,,,,,,,,
2757,2021-06-10,above,2021-06-09 21:05:00,below,2021-06-10 02:35:00,above,2021-06-10 08:55:00,,,,,,,,,,,,,,
2758,2021-06-14,below,2021-06-14 00:50:00,above,2021-06-14 06:40:00,below,2021-06-14 08:50:00,above,2021-06-14 09:45:00,below,2021-06-14 10:00:00,above,2021-06-14 11:25:00,,,,,,,,
2759,2021-06-15,above,2021-06-14 20:35:00,below,2021-06-15 09:05:00,,,,,,,,,,,,,,,,
2760,2021-06-16,below,2021-06-15 22:50:00,above,2021-06-16 02:55:00,below,2021-06-16 11:55:00,,,,,,,,,,,,,,
2761,2021-06-17,above,2021-06-16 22:05:00,,,,,,,,,,,,,,,,,,
2762,2021-06-21,below,2021-06-20 21:40:00,above,2021-06-21 02:25:00,below,2021-06-21 09:30:00,above,2021-06-21 09:55:00,,,,,,,,,,,,
2763,2021-06-22,below,2021-06-22 02:05:00,above,2021-06-22 07:05:00,below,2021-06-22 08:45:00,above,2021-06-22 09:35:00,below,2021-06-22 09:40:00,above,2021-06-22 10:00:00,,,,,,,,
2764,2021-06-23,above,2021-06-22 21:05:00,below,2021-06-23 03:35:00,above,2021-06-23 09:30:00,below,2021-06-23 11:00:00,above,2021-06-23 11:50:00,below,2021-06-23 12:30:00,above,2021-06-23 15:25:00,below,2021-06-23 15:45:00,,,,
2765,2021-06-24,above,2021-06-23 21:30:00,,,,,,,,,,,,,,,,,,
2766,2021-06-28,below,2021-06-27 21:20:00,above,2021-06-28 01:00:00,,,,,,,,,,,,,,,,
2767,2021-06-29,below,2021-06-28 21:10:00,above,2021-06-29 03:05:00,below,2021-06-29 04:00:00,above,2021-06-29 05:20:00,below,2021-06-29 08:40:00,above,2021-06-29 09:15:00,,,,,,,,
2768,2021-06-30,below,2021-06-29 21:50:00,,,,,,,,,,,,,,,,,,
2769,2021-07-01,above,2021-06-30 20:55:00,below,2021-07-01 00:30:00,above,2021-07-01 03:35:00,below,2021-07-01 05:05:00,,,,,,,,,,,,
2770,2021-07-05,below,2021-07-04 20:40:00,,,,,,,,,,,,,,,,,,
2771,2021-07-06,below,2021-07-05 21:15:00,above,2021-07-06 06:50:00,below,2021-07-06 12:00:00,above,2021-07-06 13:40:00,,,,,,,,,,,,
2772,2021-07-07,above,2021-07-06 21:15:00,below,2021-07-07 10:40:00,above,2021-07-07 10:55:00,below,2021-07-07 11:30:00,above,2021-07-07 11:40:00,,,,,,,,,,
2773,2021-07-08,below,2021-07-07 21:00:00,,,,,,,,,,,,,,,,,,
2774,2021-07-12,below,2021-07-11 21:15:00,above,2021-07-12 04:45:00,below,2021-07-12 10:20:00,above,2021-07-12 10:30:00,,,,,,,,,,,,
2775,2021-07-13,below,2021-07-13 02:00:00,above,2021-07-13 04:50:00,below,2021-07-13 08:30:00,above,2021-07-13 09:45:00,below,2021-07-13 14:00:00,above,2021-07-13 14:25:00,below,2021-07-13 15:50:00,,,,,,
2776,2021-07-14,above,2021-07-13 21:10:00,,,,,,,,,,,,,,,,,,
2777,2021-07-15,below,2021-07-14 20:45:00,above,2021-07-14 23:15:00,below,2021-07-15 07:15:00,,,,,,,,,,,,,,
2778,2021-07-19,above,2021-07-19 02:50:00,below,2021-07-19 05:25:00,,,,,,,,,,,,,,,,
2779,2021-07-20,above,2021-07-19 20:40:00,below,2021-07-20 09:10:00,above,2021-07-20 10:20:00,,,,,,,,,,,,,,
2780,2021-07-21,below,2021-07-20 22:00:00,above,2021-07-21 04:20:00,below,2021-07-21 06:10:00,above,2021-07-21 09:55:00,,,,,,,,,,,,
2781,2021-07-22,above,2021-07-21 21:40:00,,,,,,,,,,,,,,,,,,
2782,2021-07-26,below,2021-07-25 20:40:00,above,2021-07-26 11:55:00,below,2021-07-26 12:30:00,,,,,,,,,,,,,,
2783,2021-07-27,below,2021-07-26 20:50:00,above,2021-07-27 07:00:00,below,2021-07-27 09:30:00,,,,,,,,,,,,,,
2784,2021-07-28,above,2021-07-27 21:00:00,below,2021-07-27 22:05:00,above,2021-07-28 04:10:00,below,2021-07-28 09:40:00,above,2021-07-28 09:50:00,,,,,,,,,,
2785,2021-07-29,below,2021-07-28 21:30:00,above,2021-07-29 02:10:00,below,2021-07-29 06:45:00,above,2021-07-29 07:50:00,,,,,,,,,,,,
2786,2021-08-02,above,2021-08-01 20:35:00,below,2021-08-02 09:35:00,above,2021-08-02 10:15:00,below,2021-08-02 12:00:00,above,2021-08-02 13:15:00,below,2021-08-02 13:40:00,,,,,,,,
2787,2021-08-03,below,2021-08-02 22:00:00,above,2021-08-03 02:00:00,below,2021-08-03 09:50:00,above,2021-08-03 11:55:00,,,,,,,,,,,,
2788,2021-08-04,above,2021-08-03 21:15:00,below,2021-08-04 08:50:00,above,2021-08-04 09:25:00,below,2021-08-04 10:20:00,above,2021-08-04 10:45:00,below,2021-08-04 11:35:00,above,2021-08-04 11:45:00,,,,,,
2789,2021-08-05,below,2021-08-05 02:05:00,above,2021-08-05 05:45:00,,,,,,,,,,,,,,,,
2790,2021-08-09,above,2021-08-08 21:40:00,,,,,,,,,,,,,,,,,,
2791,2021-08-10,above,2021-08-09 20:55:00,below,2021-08-09 21:45:00,above,2021-08-10 03:00:00,below,2021-08-10 10:25:00,,,,,,,,,,,,
2792,2021-08-11,below,2021-08-10 20:55:00,above,2021-08-10 22:15:00,below,2021-08-11 02:30:00,above,2021-08-11 08:30:00,below,2021-08-11 10:30:00,,,,,,,,,,
2793,2021-08-12,above,2021-08-11 21:25:00,below,2021-08-12 02:35:00,above,2021-08-12 04:30:00,below,2021-08-12 08:50:00,above,2021-08-12 10:15:00,,,,,,,,,,
2794,2021-08-16,below,2021-08-16 02:10:00,above,2021-08-16 15:50:00,,,,,,,,,,,,,,,,
2795,2021-08-17,below,2021-08-16 20:40:00,,,,,,,,,,,,,,,,,,
2796,2021-08-18,above,2021-08-17 20:40:00,below,2021-08-18 14:15:00,above,2021-08-18 14:20:00,below,2021-08-18 15:25:00,,,,,,,,,,,,
2797,2021-08-19,above,2021-08-18 20:35:00,below,2021-08-19 01:00:00,above,2021-08-19 10:15:00,below,2021-08-19 10:35:00,above,2021-08-19 10:55:00,,,,,,,,,,
2798,2021-08-23,above,2021-08-22 21:05:00,,,,,,,,,,,,,,,,,,
2799,2021-08-24,below,2021-08-23 23:00:00,above,2021-08-24 01:45:00,below,2021-08-24 08:20:00,above,2021-08-24 09:05:00,below,2021-08-24 09:30:00,above,2021-08-24 09:40:00,,,,,,,,
2800,2021-08-25,below,2021-08-24 22:20:00,above,2021-08-25 03:00:00,below,2021-08-25 07:15:00,above,2021-08-25 09:30:00,below,2021-08-25 10:35:00,above,2021-08-25 12:55:00,below,2021-08-25 13:25:00,above,2021-08-25 15:30:00,,,,
2801,2021-08-26,below,2021-08-25 21:05:00,,,,,,,,,,,,,,,,,,
2802,2021-08-30,below,2021-08-29 20:50:00,above,2021-08-30 09:30:00,,,,,,,,,,,,,,,,
2803,2021-08-31,below,2021-08-30 20:35:00,above,2021-08-30 23:15:00,below,2021-08-31 06:50:00,above,2021-08-31 07:15:00,below,2021-08-31 08:15:00,above,2021-08-31 09:25:00,below,2021-08-31 09:30:00,,,,,,
2804,2021-09-01,below,2021-08-31 21:30:00,above,2021-08-31 22:00:00,,,,,,,,,,,,,,,,
2805,2021-09-02,below,2021-09-01 20:45:00,above,2021-09-02 03:50:00,below,2021-09-02 13:15:00,,,,,,,,,,,,,,
2806,2021-09-06,above,2021-09-05 21:40:00,,,,,,,,,,,,,,,,,,
2807,2021-09-07,below,2021-09-06 21:10:00,above,2021-09-07 12:45:00,below,2021-09-07 13:00:00,above,2021-09-07 13:35:00,below,2021-09-07 14:25:00,,,,,,,,,,
2808,2021-09-08,above,2021-09-07 20:50:00,below,2021-09-08 03:05:00,,,,,,,,,,,,,,,,
2809,2021-09-09,below,2021-09-08 20:45:00,above,2021-09-09 07:50:00,below,2021-09-09 13:20:00,,,,,,,,,,,,,,
2810,2021-09-13,below,2021-09-12 21:05:00,above,2021-09-13 04:05:00,below,2021-09-13 09:40:00,,,,,,,,,,,,,,
2811,2021-09-14,above,2021-09-13 21:20:00,below,2021-09-14 02:00:00,above,2021-09-14 08:30:00,below,2021-09-14 09:55:00,above,2021-09-14 11:35:00,below,2021-09-14 12:35:00,,,,,,,,
2812,2021-09-15,below,2021-09-14 21:40:00,above,2021-09-15 03:15:00,below,2021-09-15 07:35:00,above,2021-09-15 12:40:00,,,,,,,,,,,,
2813,2021-09-16,above,2021-09-15 20:45:00,below,2021-09-15 21:55:00,above,2021-09-16 15:05:00,,,,,,,,,,,,,,
2814,2021-09-20,below,2021-09-19 20:40:00,,,,,,,,,,,,,,,,,,
2815,2021-09-21,above,2021-09-20 22:55:00,,,,,,,,,,,,,,,,,,
2816,2021-09-22,above,2021-09-21 21:05:00,,,,,,,,,,,,,,,,,,
2817,2021-09-23,above,2021-09-22 21:20:00,below,2021-09-23 02:05:00,above,2021-09-23 02:45:00,,,,,,,,,,,,,,
2818,2021-09-27,above,2021-09-26 20:45:00,below,2021-09-27 05:30:00,,,,,,,,,,,,,,,,
2819,2021-09-28,below,2021-09-27 20:35:00,above,2021-09-27 22:05:00,below,2021-09-28 02:20:00,,,,,,,,,,,,,,
2820,2021-09-29,above,2021-09-28 22:45:00,below,2021-09-29 12:20:00,,,,,,,,,,,,,,,,
2821,2021-09-30,above,2021-09-29 20:50:00,below,2021-09-30 09:05:00,above,2021-09-30 09:25:00,below,2021-09-30 11:35:00,above,2021-09-30 14:05:00,below,2021-09-30 14:55:00,above,2021-09-30 15:15:00,below,2021-09-30 15:25:00,,,,
2822,2021-10-04,below,2021-10-03 20:35:00,,,,,,,,,,,,,,,,,,
2823,2021-10-05,below,2021-10-04 20:40:00,above,2021-10-04 22:35:00,,,,,,,,,,,,,,,,
2824,2021-10-06,below,2021-10-05 21:00:00,above,2021-10-06 10:45:00,below,2021-10-06 11:15:00,above,2021-10-06 13:30:00,,,,,,,,,,,,
2825,2021-10-07,above,2021-10-06 21:30:00,,,,,,,,,,,,,,,,,,
2826,2021-10-11,above,2021-10-10 20:40:00,below,2021-10-11 06:45:00,above,2021-10-11 09:10:00,below,2021-10-11 15:55:00,,,,,,,,,,,,
2827,2021-10-12,below,2021-10-11 20:35:00,above,2021-10-12 04:45:00,below,2021-10-12 13:05:00,above,2021-10-12 14:15:00,below,2021-10-12 15:40:00,,,,,,,,,,
2828,2021-10-13,above,2021-10-12 20:40:00,below,2021-10-13 03:05:00,above,2021-10-13 03:30:00,,,,,,,,,,,,,,
2829,2021-10-14,above,2021-10-14 01:45:00,,,,,,,,,,,,,,,,,,
2830,2021-10-18,above,2021-10-17 20:40:00,below,2021-10-18 02:05:00,above,2021-10-18 07:20:00,below,2021-10-18 08:45:00,above,2021-10-18 09:40:00,,,,,,,,,,
2831,2021-10-19,above,2021-10-19 02:00:00,,,,,,,,,,,,,,,,,,
2832,2021-10-20,below,2021-10-19 21:15:00,above,2021-10-20 08:25:00,below,2021-10-20 13:05:00,,,,,,,,,,,,,,
2833,2021-10-21,below,2021-10-20 21:05:00,above,2021-10-20 21:35:00,below,2021-10-21 00:15:00,above,2021-10-21 03:25:00,below,2021-10-21 07:40:00,above,2021-10-21 08:40:00,,,,,,,,
2834,2021-10-25,above,2021-10-24 20:40:00,,,,,,,,,,,,,,,,,,
2835,2021-10-26,above,2021-10-25 20:40:00,below,2021-10-26 12:45:00,above,2021-10-26 13:30:00,,,,,,,,,,,,,,
2836,2021-10-27,below,2021-10-26 20:35:00,above,2021-10-27 02:20:00,below,2021-10-27 05:00:00,above,2021-10-27 09:05:00,,,,,,,,,,,,
2837,2021-10-28,below,2021-10-27 22:20:00,above,2021-10-28 03:50:00,,,,,,,,,,,,,,,,
2838,2021-11-01,below,2021-11-01 02:00:00,above,2021-11-01 05:05:00,below,2021-11-01 08:40:00,,,,,,,,,,,,,,
2839,2021-11-02,below,2021-11-01 21:30:00,above,2021-11-02 01:40:00,below,2021-11-02 04:55:00,above,2021-11-02 09:35:00,,,,,,,,,,,,
2840,2021-11-03,above,2021-11-02 20:50:00,,,,,,,,,,,,,,,,,,
2841,2021-11-04,below,2021-11-03 20:35:00,above,2021-11-04 04:05:00,below,2021-11-04 09:30:00,above,2021-11-04 09:40:00,,,,,,,,,,,,
2842,2021-11-08,above,2021-11-07 20:40:00,below,2021-11-07 20:50:00,above,2021-11-08 00:35:00,,,,,,,,,,,,,,
2843,2021-11-09,above,2021-11-08 21:00:00,below,2021-11-09 09:55:00,,,,,,,,,,,,,,,,
2844,2021-11-10,below,2021-11-09 21:10:00,above,2021-11-10 01:35:00,below,2021-11-10 05:30:00,above,2021-11-10 10:10:00,below,2021-11-10 10:40:00,,,,,,,,,,
2845,2021-11-11,above,2021-11-10 20:55:00,below,2021-11-10 23:20:00,above,2021-11-11 02:15:00,,,,,,,,,,,,,,
2846,2021-11-15,below,2021-11-14 21:30:00,above,2021-11-15 08:00:00,below,2021-11-15 09:40:00,,,,,,,,,,,,,,
2847,2021-11-16,above,2021-11-15 20:55:00,below,2021-11-16 00:25:00,above,2021-11-16 09:35:00,,,,,,,,,,,,,,
2848,2021-11-17,below,2021-11-16 20:35:00,above,2021-11-17 03:15:00,below,2021-11-17 08:10:00,above,2021-11-17 09:20:00,below,2021-11-17 09:35:00,above,2021-11-17 09:40:00,below,2021-11-17 09:50:00,above,2021-11-17 10:10:00,,,,
2849,2021-11-18,above,2021-11-17 21:35:00,below,2021-11-18 10:15:00,above,2021-11-18 10:30:00,,,,,,,,,,,,,,
2850,2021-11-22,above,2021-11-22 04:00:00,below,2021-11-22 11:40:00,,,,,,,,,,,,,,,,
2851,2021-11-23,below,2021-11-22 20:50:00,,,,,,,,,,,,,,,,,,
2852,2021-11-24,below,2021-11-23 21:00:00,above,2021-11-24 00:40:00,below,2021-11-24 03:50:00,above,2021-11-24 04:20:00,below,2021-11-24 04:35:00,above,2021-11-24 11:20:00,below,2021-11-24 12:20:00,above,2021-11-24 12:45:00,below,2021-11-24 14:05:00,above,2021-11-24 14:40:00
2853,2021-11-25,above,2021-11-24 22:15:00,,,,,,,,,,,,,,,,,,
2854,2021-11-29,above,2021-11-28 20:40:00,below,2021-11-29 04:50:00,above,2021-11-29 06:00:00,below,2021-11-29 07:25:00,above,2021-11-29 08:45:00,,,,,,,,,,
2855,2021-11-30,below,2021-11-29 21:10:00,above,2021-11-30 10:05:00,below,2021-11-30 10:10:00,,,,,,,,,,,,,,
2856,2021-12-01,above,2021-11-30 20:50:00,below,2021-12-01 13:45:00,,,,,,,,,,,,,,,,
2857,2021-12-02,above,2021-12-01 20:55:00,below,2021-12-02 05:10:00,above,2021-12-02 09:50:00,below,2021-12-02 10:10:00,above,2021-12-02 12:00:00,,,,,,,,,,
2858,2021-12-06,above,2021-12-05 21:10:00,below,2021-12-06 04:55:00,above,2021-12-06 09:15:00,below,2021-12-06 09:30:00,above,2021-12-06 10:10:00,below,2021-12-06 10:40:00,above,2021-12-06 10:55:00,below,2021-12-06 11:10:00,above,2021-12-06 11:30:00,,
2859,2021-12-07,above,2021-12-06 23:10:00,,,,,,,,,,,,,,,,,,
2860,2021-12-08,above,2021-12-07 21:15:00,below,2021-12-08 08:20:00,above,2021-12-08 15:50:00,,,,,,,,,,,,,,
2861,2021-12-09,above,2021-12-08 20:35:00,below,2021-12-08 22:55:00,above,2021-12-09 02:20:00,below,2021-12-09 03:05:00,above,2021-12-09 09:30:00,below,2021-12-09 09:50:00,,,,,,,,
2862,2021-12-13,above,2021-12-12 20:40:00,below,2021-12-13 02:10:00,above,2021-12-13 06:35:00,below,2021-12-13 09:20:00,,,,,,,,,,,,
2863,2021-12-14,below,2021-12-13 21:50:00,above,2021-12-14 02:15:00,below,2021-12-14 04:25:00,,,,,,,,,,,,,,
2864,2021-12-15,above,2021-12-15 00:45:00,below,2021-12-15 04:15:00,above,2021-12-15 14:10:00,,,,,,,,,,,,,,
2865,2021-12-16,below,2021-12-15 20:45:00,above,2021-12-15 23:20:00,below,2021-12-16 09:35:00,,,,,,,,,,,,,,
2866,2021-12-20,below,2021-12-19 20:40:00,,,,,,,,,,,,,,,,,,
2867,2021-12-21,above,2021-12-20 20:35:00,below,2021-12-21 09:50:00,above,2021-12-21 11:10:00,,,,,,,,,,,,,,
2868,2021-12-22,above,2021-12-21 20:35:00,below,2021-12-21 21:15:00,above,2021-12-22 01:15:00,below,2021-12-22 03:00:00,above,2021-12-22 06:05:00,below,2021-12-22 08:20:00,above,2021-12-22 09:05:00,,,,,,
2869,2021-12-27,below,2021-12-27 02:30:00,above,2021-12-27 07:30:00,,,,,,,,,,,,,,,,
2870,2021-12-28,above,2021-12-28 00:35:00,below,2021-12-28 09:35:00,above,2021-12-28 09:40:00,below,2021-12-28 10:05:00,above,2021-12-28 10:30:00,below,2021-12-28 11:15:00,,,,,,,,
2871,2021-12-29,below,2021-12-28 20:55:00,above,2021-12-29 02:15:00,below,2021-12-29 07:05:00,,,,,,,,,,,,,,
