,date,breakout_direction1,breakout_time1,breakout_direction2,breakout_time2,breakout_direction3,breakout_time3,breakout_direction4,breakout_time4,breakout_direction5,breakout_time5,breakout_direction6,breakout_time6,breakout_direction7,breakout_time7,breakout_direction8,breakout_time8,breakout_direction9,breakout_time9,breakout_direction10,breakout_time10
959,2012-08-28,below,2012-08-27 20:35:00,above,2012-08-28 03:55:00,below,2012-08-28 04:20:00,above,2012-08-28 04:30:00,below,2012-08-28 07:55:00,above,2012-08-28 10:20:00,below,2012-08-28 10:55:00,above,2012-08-28 11:45:00,below,2012-08-28 13:50:00,above,2012-08-28 14:25:00
960,2012-08-29,below,2012-08-28 21:35:00,above,2012-08-29 00:40:00,below,2012-08-29 03:10:00,above,2012-08-29 08:35:00,below,2012-08-29 09:55:00,above,2012-08-29 10:00:00,below,2012-08-29 10:20:00,above,2012-08-29 13:10:00,below,2012-08-29 15:55:00,,
961,2012-08-30,below,2012-08-29 20:40:00,,,,,,,,,,,,,,,,,,
962,2012-09-03,above,2012-09-03 00:25:00,,,,,,,,,,,,,,,,,,
963,2012-09-04,above,2012-09-03 21:30:00,below,2012-09-04 06:45:00,above,2012-09-04 14:35:00,below,2012-09-04 15:35:00,,,,,,,,,,,,
964,2012-09-05,below,2012-09-04 22:25:00,above,2012-09-05 10:05:00,below,2012-09-05 10:55:00,above,2012-09-05 11:25:00,below,2012-09-05 13:35:00,,,,,,,,,,
965,2012-09-06,above,2012-09-05 20:55:00,,,,,,,,,,,,,,,,,,
966,2012-09-10,below,2012-09-09 20:35:00,above,2012-09-10 09:30:00,below,2012-09-10 09:35:00,,,,,,,,,,,,,,
967,2012-09-11,below,2012-09-10 21:15:00,above,2012-09-11 02:35:00,below,2012-09-11 14:45:00,,,,,,,,,,,,,,
968,2012-09-12,above,2012-09-11 20:35:00,below,2012-09-12 15:00:00,above,2012-09-12 15:25:00,,,,,,,,,,,,,,
969,2012-09-13,below,2012-09-12 21:00:00,above,2012-09-12 21:55:00,below,2012-09-13 00:50:00,above,2012-09-13 09:55:00,,,,,,,,,,,,
970,2012-09-17,below,2012-09-16 21:35:00,above,2012-09-17 05:45:00,below,2012-09-17 09:45:00,above,2012-09-17 10:25:00,below,2012-09-17 14:10:00,above,2012-09-17 15:45:00,,,,,,,,
971,2012-09-18,below,2012-09-17 20:40:00,above,2012-09-17 22:00:00,below,2012-09-18 02:00:00,above,2012-09-18 09:45:00,below,2012-09-18 12:15:00,above,2012-09-18 12:50:00,below,2012-09-18 14:00:00,above,2012-09-18 14:05:00,,,,
972,2012-09-19,above,2012-09-18 23:25:00,below,2012-09-19 09:30:00,above,2012-09-19 10:00:00,below,2012-09-19 10:25:00,above,2012-09-19 11:15:00,,,,,,,,,,
973,2012-09-20,below,2012-09-19 21:50:00,above,2012-09-20 15:20:00,below,2012-09-20 15:40:00,,,,,,,,,,,,,,
974,2012-09-24,below,2012-09-23 20:55:00,,,,,,,,,,,,,,,,,,
975,2012-09-25,above,2012-09-24 20:40:00,below,2012-09-25 12:35:00,,,,,,,,,,,,,,,,
976,2012-09-26,above,2012-09-25 20:35:00,below,2012-09-25 22:05:00,above,2012-09-25 23:05:00,below,2012-09-25 23:30:00,above,2012-09-25 23:45:00,below,2012-09-26 00:05:00,above,2012-09-26 02:40:00,below,2012-09-26 03:05:00,,,,
977,2012-09-27,above,2012-09-26 21:15:00,,,,,,,,,,,,,,,,,,
978,2012-10-01,above,2012-09-30 20:50:00,below,2012-09-30 22:30:00,above,2012-10-01 03:00:00,below,2012-10-01 15:20:00,,,,,,,,,,,,
979,2012-10-02,above,2012-10-02 02:30:00,below,2012-10-02 11:35:00,above,2012-10-02 15:55:00,,,,,,,,,,,,,,
980,2012-10-03,below,2012-10-02 21:45:00,above,2012-10-03 04:10:00,,,,,,,,,,,,,,,,
981,2012-10-04,below,2012-10-03 21:10:00,above,2012-10-03 22:20:00,below,2012-10-04 09:35:00,above,2012-10-04 09:45:00,below,2012-10-04 09:50:00,above,2012-10-04 10:05:00,below,2012-10-04 11:25:00,above,2012-10-04 11:45:00,,,,
982,2012-10-08,below,2012-10-07 21:05:00,,,,,,,,,,,,,,,,,,
983,2012-10-09,above,2012-10-08 21:20:00,below,2012-10-09 03:15:00,,,,,,,,,,,,,,,,
984,2012-10-10,above,2012-10-09 23:30:00,below,2012-10-10 05:25:00,above,2012-10-10 07:55:00,below,2012-10-10 12:35:00,,,,,,,,,,,,
985,2012-10-11,above,2012-10-10 20:45:00,below,2012-10-11 13:35:00,above,2012-10-11 15:25:00,below,2012-10-11 15:45:00,,,,,,,,,,,,
986,2012-10-15,above,2012-10-14 21:45:00,,,,,,,,,,,,,,,,,,
987,2012-10-16,below,2012-10-15 21:00:00,above,2012-10-16 01:05:00,,,,,,,,,,,,,,,,
988,2012-10-17,above,2012-10-16 21:00:00,below,2012-10-16 22:20:00,above,2012-10-17 09:55:00,below,2012-10-17 13:45:00,above,2012-10-17 14:20:00,,,,,,,,,,
989,2012-10-18,above,2012-10-17 22:15:00,below,2012-10-18 01:05:00,,,,,,,,,,,,,,,,
990,2012-10-22,above,2012-10-21 20:55:00,,,,,,,,,,,,,,,,,,
991,2012-10-23,below,2012-10-22 20:35:00,,,,,,,,,,,,,,,,,,
992,2012-10-24,above,2012-10-23 21:00:00,below,2012-10-24 03:35:00,above,2012-10-24 06:35:00,below,2012-10-24 10:15:00,,,,,,,,,,,,
993,2012-10-25,above,2012-10-24 20:35:00,below,2012-10-25 11:35:00,above,2012-10-25 13:25:00,below,2012-10-25 14:10:00,above,2012-10-25 14:40:00,below,2012-10-25 15:05:00,,,,,,,,
994,2012-10-29,above,2012-10-28 22:05:00,below,2012-10-29 01:05:00,,,,,,,,,,,,,,,,
995,2012-10-30,below,2012-10-29 21:45:00,above,2012-10-30 04:00:00,,,,,,,,,,,,,,,,
996,2012-10-31,below,2012-10-30 23:20:00,above,2012-10-31 03:30:00,below,2012-10-31 09:40:00,,,,,,,,,,,,,,
997,2012-11-01,below,2012-10-31 21:20:00,above,2012-10-31 21:50:00,below,2012-11-01 01:25:00,above,2012-11-01 01:55:00,,,,,,,,,,,,
998,2012-11-05,above,2012-11-04 20:35:00,below,2012-11-05 02:55:00,above,2012-11-05 03:45:00,below,2012-11-05 03:55:00,above,2012-11-05 06:05:00,below,2012-11-05 06:20:00,above,2012-11-05 08:35:00,,,,,,
999,2012-11-06,above,2012-11-05 21:55:00,,,,,,,,,,,,,,,,,,
1000,2012-11-07,above,2012-11-06 21:05:00,below,2012-11-06 21:30:00,above,2012-11-07 00:50:00,below,2012-11-07 07:15:00,,,,,,,,,,,,
1001,2012-11-08,below,2012-11-07 22:15:00,above,2012-11-08 00:30:00,below,2012-11-08 02:10:00,above,2012-11-08 09:45:00,below,2012-11-08 10:00:00,,,,,,,,,,
1002,2012-11-12,above,2012-11-11 22:25:00,below,2012-11-12 10:55:00,above,2012-11-12 12:40:00,,,,,,,,,,,,,,
1003,2012-11-13,below,2012-11-12 20:50:00,above,2012-11-13 10:10:00,below,2012-11-13 10:15:00,above,2012-11-13 10:55:00,below,2012-11-13 12:40:00,above,2012-11-13 13:10:00,below,2012-11-13 15:05:00,,,,,,
1004,2012-11-14,above,2012-11-13 21:20:00,below,2012-11-14 07:55:00,above,2012-11-14 08:20:00,below,2012-11-14 08:35:00,above,2012-11-14 09:10:00,below,2012-11-14 09:50:00,,,,,,,,
1005,2012-11-15,above,2012-11-14 21:20:00,below,2012-11-15 09:55:00,above,2012-11-15 10:05:00,below,2012-11-15 10:45:00,,,,,,,,,,,,
1006,2012-11-19,above,2012-11-18 20:50:00,below,2012-11-19 00:55:00,above,2012-11-19 02:30:00,,,,,,,,,,,,,,
1007,2012-11-20,above,2012-11-19 20:50:00,below,2012-11-19 23:55:00,above,2012-11-20 03:15:00,below,2012-11-20 03:30:00,above,2012-11-20 04:25:00,below,2012-11-20 04:45:00,above,2012-11-20 05:25:00,below,2012-11-20 07:55:00,above,2012-11-20 08:15:00,below,2012-11-20 13:00:00
1008,2012-11-21,above,2012-11-20 20:45:00,below,2012-11-20 21:50:00,above,2012-11-21 08:55:00,below,2012-11-21 10:05:00,above,2012-11-21 12:20:00,,,,,,,,,,
1009,2012-11-22,above,2012-11-21 20:45:00,below,2012-11-22 01:45:00,above,2012-11-22 03:20:00,below,2012-11-22 09:25:00,,,,,,,,,,,,
1010,2012-11-26,below,2012-11-25 21:05:00,above,2012-11-26 00:05:00,below,2012-11-26 00:35:00,above,2012-11-26 02:00:00,below,2012-11-26 04:05:00,above,2012-11-26 06:20:00,below,2012-11-26 11:20:00,above,2012-11-26 11:30:00,,,,
1011,2012-11-27,below,2012-11-26 20:55:00,above,2012-11-27 04:10:00,below,2012-11-27 04:25:00,above,2012-11-27 12:40:00,below,2012-11-27 14:20:00,,,,,,,,,,
1012,2012-11-28,below,2012-11-27 21:05:00,above,2012-11-27 23:15:00,below,2012-11-28 03:30:00,above,2012-11-28 11:15:00,below,2012-11-28 12:00:00,above,2012-11-28 12:15:00,,,,,,,,
1013,2012-11-29,above,2012-11-28 20:55:00,,,,,,,,,,,,,,,,,,
1014,2012-12-03,above,2012-12-02 20:45:00,below,2012-12-03 13:00:00,,,,,,,,,,,,,,,,
1015,2012-12-04,above,2012-12-03 20:35:00,below,2012-12-03 21:10:00,above,2012-12-04 02:05:00,below,2012-12-04 03:10:00,above,2012-12-04 03:20:00,below,2012-12-04 10:00:00,above,2012-12-04 10:10:00,below,2012-12-04 10:20:00,above,2012-12-04 13:50:00,below,2012-12-04 14:25:00
1016,2012-12-05,below,2012-12-04 20:40:00,above,2012-12-04 21:15:00,below,2012-12-05 09:30:00,,,,,,,,,,,,,,
1017,2012-12-06,above,2012-12-05 21:35:00,below,2012-12-06 00:05:00,above,2012-12-06 04:15:00,below,2012-12-06 07:15:00,above,2012-12-06 09:50:00,,,,,,,,,,
1018,2012-12-10,below,2012-12-09 21:10:00,above,2012-12-10 09:45:00,,,,,,,,,,,,,,,,
1019,2012-12-11,above,2012-12-10 21:45:00,,,,,,,,,,,,,,,,,,
1020,2012-12-12,above,2012-12-11 21:05:00,below,2012-12-11 23:45:00,above,2012-12-12 01:35:00,below,2012-12-12 10:00:00,above,2012-12-12 12:45:00,below,2012-12-12 14:55:00,,,,,,,,
1021,2012-12-13,above,2012-12-12 22:15:00,below,2012-12-13 04:00:00,above,2012-12-13 08:25:00,below,2012-12-13 08:35:00,above,2012-12-13 09:30:00,below,2012-12-13 09:40:00,above,2012-12-13 10:05:00,below,2012-12-13 11:10:00,,,,
1022,2012-12-17,below,2012-12-17 00:55:00,above,2012-12-17 09:35:00,below,2012-12-17 10:15:00,above,2012-12-17 11:00:00,,,,,,,,,,,,
1023,2012-12-18,above,2012-12-17 20:35:00,,,,,,,,,,,,,,,,,,
1024,2012-12-19,above,2012-12-19 00:25:00,below,2012-12-19 10:00:00,above,2012-12-19 10:45:00,below,2012-12-19 13:35:00,,,,,,,,,,,,
1025,2012-12-20,below,2012-12-19 23:00:00,above,2012-12-20 03:30:00,below,2012-12-20 09:35:00,above,2012-12-20 14:30:00,below,2012-12-20 15:20:00,above,2012-12-20 15:35:00,,,,,,,,
1026,2012-12-26,below,2012-12-26 07:05:00,above,2012-12-26 08:05:00,below,2012-12-26 10:20:00,,,,,,,,,,,,,,
1027,2012-12-27,below,2012-12-26 21:45:00,above,2012-12-27 06:00:00,below,2012-12-27 09:30:00,above,2012-12-27 15:40:00,below,2012-12-27 15:55:00,,,,,,,,,,
1028,2013-01-02,above,2013-01-02 06:00:00,,,,,,,,,,,,,,,,,,
1029,2013-01-03,above,2013-01-02 21:00:00,below,2013-01-02 22:25:00,above,2013-01-03 03:05:00,below,2013-01-03 06:00:00,above,2013-01-03 08:30:00,below,2013-01-03 09:30:00,above,2013-01-03 09:55:00,below,2013-01-03 14:20:00,,,,
1030,2013-01-07,below,2013-01-06 22:40:00,above,2013-01-07 10:45:00,below,2013-01-07 11:45:00,above,2013-01-07 15:10:00,,,,,,,,,,,,
1031,2013-01-08,below,2013-01-07 20:45:00,above,2013-01-08 06:45:00,below,2013-01-08 07:45:00,above,2013-01-08 08:30:00,below,2013-01-08 08:40:00,above,2013-01-08 09:35:00,below,2013-01-08 09:55:00,,,,,,
1032,2013-01-09,above,2013-01-08 20:40:00,below,2013-01-08 22:30:00,above,2013-01-09 02:40:00,below,2013-01-09 04:25:00,above,2013-01-09 09:50:00,,,,,,,,,,
1033,2013-01-10,below,2013-01-09 20:50:00,above,2013-01-09 21:00:00,below,2013-01-10 11:10:00,above,2013-01-10 12:15:00,,,,,,,,,,,,
1034,2013-01-14,above,2013-01-13 20:45:00,below,2013-01-14 04:05:00,,,,,,,,,,,,,,,,
1035,2013-01-15,below,2013-01-14 22:20:00,,,,,,,,,,,,,,,,,,
1036,2013-01-16,below,2013-01-15 20:45:00,above,2013-01-16 09:25:00,below,2013-01-16 09:35:00,above,2013-01-16 09:50:00,,,,,,,,,,,,
1037,2013-01-17,below,2013-01-16 22:15:00,above,2013-01-17 04:05:00,,,,,,,,,,,,,,,,
1038,2013-01-21,above,2013-01-20 20:50:00,below,2013-01-21 04:35:00,above,2013-01-21 10:05:00,,,,,,,,,,,,,,
1039,2013-01-22,below,2013-01-21 21:15:00,above,2013-01-21 22:20:00,below,2013-01-21 23:15:00,above,2013-01-22 00:40:00,below,2013-01-22 02:15:00,,,,,,,,,,
1040,2013-01-23,below,2013-01-22 21:25:00,above,2013-01-23 09:55:00,below,2013-01-23 10:30:00,above,2013-01-23 11:15:00,below,2013-01-23 11:25:00,above,2013-01-23 13:15:00,below,2013-01-23 14:05:00,above,2013-01-23 14:35:00,,,,
1041,2013-01-24,above,2013-01-23 21:05:00,,,,,,,,,,,,,,,,,,
1042,2013-01-28,above,2013-01-27 21:45:00,below,2013-01-28 03:00:00,above,2013-01-28 07:50:00,,,,,,,,,,,,,,
1043,2013-01-29,above,2013-01-28 22:25:00,below,2013-01-29 04:45:00,above,2013-01-29 11:25:00,,,,,,,,,,,,,,
1044,2013-01-30,above,2013-01-29 20:35:00,below,2013-01-29 22:50:00,above,2013-01-30 03:30:00,below,2013-01-30 07:45:00,above,2013-01-30 09:35:00,below,2013-01-30 10:05:00,above,2013-01-30 11:30:00,below,2013-01-30 12:15:00,,,,
1045,2013-01-31,below,2013-01-30 20:35:00,above,2013-01-31 09:40:00,below,2013-01-31 10:55:00,,,,,,,,,,,,,,
1046,2013-02-04,below,2013-02-03 21:45:00,above,2013-02-04 03:40:00,below,2013-02-04 07:10:00,,,,,,,,,,,,,,
1047,2013-02-05,below,2013-02-04 21:25:00,above,2013-02-05 03:10:00,,,,,,,,,,,,,,,,
1048,2013-02-06,above,2013-02-05 20:35:00,below,2013-02-06 03:00:00,above,2013-02-06 03:35:00,below,2013-02-06 05:20:00,,,,,,,,,,,,
1049,2013-02-07,below,2013-02-06 21:35:00,above,2013-02-07 01:25:00,below,2013-02-07 01:55:00,above,2013-02-07 04:35:00,below,2013-02-07 08:10:00,above,2013-02-07 08:25:00,below,2013-02-07 09:50:00,above,2013-02-07 09:55:00,below,2013-02-07 10:10:00,above,2013-02-07 15:50:00
1050,2013-02-11,below,2013-02-10 21:20:00,above,2013-02-11 04:25:00,below,2013-02-11 09:00:00,,,,,,,,,,,,,,
1051,2013-02-12,below,2013-02-11 22:30:00,above,2013-02-12 10:20:00,below,2013-02-12 10:30:00,,,,,,,,,,,,,,
1052,2013-02-13,below,2013-02-12 23:10:00,above,2013-02-13 02:40:00,below,2013-02-13 03:15:00,above,2013-02-13 04:05:00,below,2013-02-13 11:50:00,above,2013-02-13 12:00:00,below,2013-02-13 14:30:00,above,2013-02-13 14:40:00,below,2013-02-13 14:50:00,above,2013-02-13 15:15:00
1053,2013-02-14,above,2013-02-13 20:35:00,below,2013-02-14 03:20:00,above,2013-02-14 10:40:00,,,,,,,,,,,,,,
1054,2013-02-18,above,2013-02-17 20:45:00,,,,,,,,,,,,,,,,,,
1055,2013-02-19,above,2013-02-18 20:40:00,below,2013-02-19 02:45:00,above,2013-02-19 03:25:00,,,,,,,,,,,,,,
1056,2013-02-20,above,2013-02-19 22:50:00,below,2013-02-20 01:45:00,above,2013-02-20 03:55:00,below,2013-02-20 06:45:00,,,,,,,,,,,,
1057,2013-02-21,below,2013-02-20 20:45:00,,,,,,,,,,,,,,,,,,
1058,2013-02-25,below,2013-02-24 20:45:00,above,2013-02-25 01:05:00,below,2013-02-25 13:55:00,,,,,,,,,,,,,,
1059,2013-02-26,below,2013-02-25 20:40:00,above,2013-02-26 03:45:00,below,2013-02-26 04:15:00,above,2013-02-26 04:50:00,below,2013-02-26 05:05:00,above,2013-02-26 08:55:00,below,2013-02-26 09:40:00,above,2013-02-26 09:55:00,below,2013-02-26 10:10:00,above,2013-02-26 10:50:00
1060,2013-02-27,below,2013-02-27 04:05:00,above,2013-02-27 07:50:00,,,,,,,,,,,,,,,,
1061,2013-02-28,above,2013-02-27 21:50:00,below,2013-02-28 15:55:00,,,,,,,,,,,,,,,,
1062,2013-03-04,below,2013-03-03 20:45:00,above,2013-03-04 11:15:00,below,2013-03-04 12:15:00,above,2013-03-04 13:20:00,,,,,,,,,,,,
1063,2013-03-05,below,2013-03-04 21:05:00,above,2013-03-05 02:45:00,,,,,,,,,,,,,,,,
1064,2013-03-06,above,2013-03-06 02:00:00,below,2013-03-06 10:00:00,,,,,,,,,,,,,,,,
1065,2013-03-07,above,2013-03-06 20:50:00,below,2013-03-06 22:30:00,above,2013-03-06 23:45:00,below,2013-03-07 00:45:00,above,2013-03-07 02:30:00,,,,,,,,,,
1066,2013-03-11,above,2013-03-10 21:35:00,below,2013-03-11 03:35:00,above,2013-03-11 09:10:00,below,2013-03-11 10:20:00,above,2013-03-11 11:50:00,,,,,,,,,,
1067,2013-03-12,below,2013-03-11 20:50:00,,,,,,,,,,,,,,,,,,
1068,2013-03-13,above,2013-03-12 20:45:00,below,2013-03-12 23:10:00,above,2013-03-13 00:15:00,below,2013-03-13 04:10:00,above,2013-03-13 13:40:00,below,2013-03-13 14:45:00,,,,,,,,
1069,2013-03-14,below,2013-03-13 21:20:00,above,2013-03-14 04:10:00,below,2013-03-14 06:05:00,above,2013-03-14 07:50:00,below,2013-03-14 10:15:00,above,2013-03-14 10:40:00,below,2013-03-14 11:25:00,above,2013-03-14 11:50:00,below,2013-03-14 13:30:00,,
1070,2013-03-18,below,2013-03-17 21:05:00,above,2013-03-18 07:50:00,,,,,,,,,,,,,,,,
1071,2013-03-19,above,2013-03-18 20:50:00,below,2013-03-19 02:25:00,above,2013-03-19 08:00:00,below,2013-03-19 10:30:00,,,,,,,,,,,,
1072,2013-03-20,below,2013-03-19 20:35:00,above,2013-03-19 22:00:00,,,,,,,,,,,,,,,,
1073,2013-03-21,below,2013-03-20 20:35:00,above,2013-03-20 21:55:00,below,2013-03-20 22:45:00,,,,,,,,,,,,,,
1074,2013-03-25,above,2013-03-25 05:55:00,below,2013-03-25 10:25:00,,,,,,,,,,,,,,,,
1075,2013-03-26,above,2013-03-25 21:05:00,,,,,,,,,,,,,,,,,,
1076,2013-03-27,below,2013-03-26 21:10:00,above,2013-03-26 21:50:00,below,2013-03-26 22:45:00,above,2013-03-26 23:40:00,below,2013-03-27 05:20:00,above,2013-03-27 15:25:00,,,,,,,,
1077,2013-04-01,below,2013-03-31 20:35:00,above,2013-04-01 07:30:00,below,2013-04-01 10:00:00,,,,,,,,,,,,,,
1078,2013-04-02,above,2013-04-01 22:05:00,,,,,,,,,,,,,,,,,,
1079,2013-04-03,below,2013-04-02 22:35:00,above,2013-04-03 01:55:00,below,2013-04-03 10:00:00,,,,,,,,,,,,,,
1080,2013-04-04,above,2013-04-03 21:15:00,below,2013-04-04 08:50:00,above,2013-04-04 09:40:00,below,2013-04-04 10:20:00,above,2013-04-04 14:20:00,below,2013-04-04 14:50:00,above,2013-04-04 15:55:00,,,,,,
1081,2013-04-08,above,2013-04-07 20:35:00,below,2013-04-07 21:20:00,above,2013-04-07 23:30:00,below,2013-04-08 02:15:00,above,2013-04-08 03:20:00,below,2013-04-08 09:40:00,above,2013-04-08 13:45:00,,,,,,
1082,2013-04-09,above,2013-04-08 20:45:00,below,2013-04-09 09:40:00,above,2013-04-09 10:25:00,below,2013-04-09 10:50:00,above,2013-04-09 12:25:00,,,,,,,,,,
1083,2013-04-10,below,2013-04-09 20:45:00,above,2013-04-09 22:15:00,,,,,,,,,,,,,,,,
1084,2013-04-11,above,2013-04-10 20:35:00,below,2013-04-10 21:45:00,above,2013-04-11 00:35:00,below,2013-04-11 07:40:00,above,2013-04-11 10:05:00,below,2013-04-11 10:30:00,above,2013-04-11 10:35:00,below,2013-04-11 14:10:00,above,2013-04-11 14:25:00,,
1085,2013-04-15,above,2013-04-14 20:35:00,below,2013-04-14 22:05:00,,,,,,,,,,,,,,,,
1086,2013-04-16,above,2013-04-15 20:40:00,,,,,,,,,,,,,,,,,,
1087,2013-04-17,below,2013-04-16 21:30:00,above,2013-04-17 02:35:00,below,2013-04-17 03:30:00,,,,,,,,,,,,,,
1088,2013-04-18,below,2013-04-17 20:50:00,above,2013-04-17 22:45:00,below,2013-04-18 03:10:00,above,2013-04-18 03:35:00,below,2013-04-18 09:30:00,,,,,,,,,,
1089,2013-04-22,above,2013-04-21 20:35:00,,,,,,,,,,,,,,,,,,
1090,2013-04-23,below,2013-04-22 21:40:00,above,2013-04-23 03:20:00,below,2013-04-23 03:30:00,above,2013-04-23 06:40:00,,,,,,,,,,,,
1091,2013-04-24,above,2013-04-23 23:20:00,below,2013-04-24 10:10:00,above,2013-04-24 10:30:00,,,,,,,,,,,,,,
1092,2013-04-25,below,2013-04-24 20:55:00,above,2013-04-24 21:20:00,,,,,,,,,,,,,,,,
1093,2013-04-29,above,2013-04-28 21:45:00,,,,,,,,,,,,,,,,,,
1094,2013-04-30,above,2013-04-29 21:00:00,below,2013-04-30 06:25:00,above,2013-04-30 07:40:00,below,2013-04-30 09:55:00,above,2013-04-30 10:05:00,below,2013-04-30 10:25:00,above,2013-04-30 10:30:00,,,,,,
1095,2013-05-01,above,2013-05-01 04:45:00,below,2013-05-01 09:00:00,,,,,,,,,,,,,,,,
1096,2013-05-02,above,2013-05-01 20:40:00,,,,,,,,,,,,,,,,,,
1097,2013-05-06,below,2013-05-05 21:35:00,above,2013-05-06 09:20:00,,,,,,,,,,,,,,,,
1098,2013-05-07,above,2013-05-06 22:30:00,below,2013-05-07 10:15:00,above,2013-05-07 10:45:00,below,2013-05-07 10:55:00,above,2013-05-07 11:05:00,below,2013-05-07 11:50:00,above,2013-05-07 12:05:00,,,,,,
1099,2013-05-08,above,2013-05-07 20:45:00,below,2013-05-08 09:30:00,above,2013-05-08 09:45:00,,,,,,,,,,,,,,
1100,2013-05-09,above,2013-05-08 21:00:00,below,2013-05-09 03:30:00,above,2013-05-09 09:35:00,below,2013-05-09 09:45:00,above,2013-05-09 09:55:00,below,2013-05-09 10:05:00,above,2013-05-09 11:25:00,below,2013-05-09 14:55:00,above,2013-05-09 15:20:00,below,2013-05-09 15:35:00
1101,2013-05-13,above,2013-05-12 22:00:00,below,2013-05-13 04:20:00,above,2013-05-13 08:30:00,,,,,,,,,,,,,,
1102,2013-05-14,above,2013-05-13 21:15:00,below,2013-05-13 22:00:00,above,2013-05-14 09:40:00,,,,,,,,,,,,,,
1103,2013-05-15,below,2013-05-14 20:40:00,above,2013-05-14 23:20:00,below,2013-05-15 02:50:00,above,2013-05-15 06:10:00,below,2013-05-15 08:30:00,above,2013-05-15 09:30:00,below,2013-05-15 09:40:00,above,2013-05-15 10:35:00,below,2013-05-15 13:20:00,above,2013-05-15 15:35:00
1104,2013-05-16,below,2013-05-15 20:35:00,above,2013-05-16 08:20:00,below,2013-05-16 08:35:00,above,2013-05-16 09:50:00,below,2013-05-16 10:25:00,above,2013-05-16 10:50:00,below,2013-05-16 15:20:00,,,,,,
1105,2013-05-20,above,2013-05-19 21:35:00,below,2013-05-20 03:35:00,above,2013-05-20 09:30:00,below,2013-05-20 13:15:00,,,,,,,,,,,,
1106,2013-05-21,above,2013-05-20 22:00:00,below,2013-05-21 05:00:00,above,2013-05-21 08:00:00,below,2013-05-21 10:10:00,above,2013-05-21 11:05:00,,,,,,,,,,
1107,2013-05-22,below,2013-05-21 20:40:00,above,2013-05-22 01:20:00,below,2013-05-22 13:30:00,,,,,,,,,,,,,,
1108,2013-05-23,below,2013-05-22 20:35:00,,,,,,,,,,,,,,,,,,
1109,2013-05-27,below,2013-05-26 20:40:00,,,,,,,,,,,,,,,,,,
1110,2013-05-28,above,2013-05-27 21:00:00,,,,,,,,,,,,,,,,,,
1111,2013-05-29,below,2013-05-28 20:35:00,above,2013-05-29 00:10:00,below,2013-05-29 01:45:00,,,,,,,,,,,,,,
1112,2013-05-30,above,2013-05-29 20:40:00,below,2013-05-30 01:25:00,above,2013-05-30 06:30:00,,,,,,,,,,,,,,
1113,2013-06-03,above,2013-06-02 21:10:00,below,2013-06-03 03:35:00,above,2013-06-03 06:30:00,below,2013-06-03 09:40:00,above,2013-06-03 15:50:00,,,,,,,,,,
1114,2013-06-04,below,2013-06-03 20:45:00,above,2013-06-04 01:40:00,below,2013-06-04 13:25:00,,,,,,,,,,,,,,
1115,2013-06-05,above,2013-06-04 20:40:00,below,2013-06-05 01:35:00,,,,,,,,,,,,,,,,
1116,2013-06-06,above,2013-06-05 21:05:00,below,2013-06-06 09:10:00,above,2013-06-06 09:35:00,below,2013-06-06 09:50:00,above,2013-06-06 15:50:00,,,,,,,,,,
1117,2013-06-10,above,2013-06-09 21:15:00,,,,,,,,,,,,,,,,,,
1118,2013-06-11,above,2013-06-10 20:50:00,below,2013-06-10 22:45:00,,,,,,,,,,,,,,,,
1119,2013-06-12,above,2013-06-11 21:30:00,below,2013-06-12 09:55:00,,,,,,,,,,,,,,,,
1120,2013-06-13,below,2013-06-12 21:05:00,above,2013-06-13 09:00:00,below,2013-06-13 09:35:00,above,2013-06-13 09:40:00,,,,,,,,,,,,
1121,2013-06-17,above,2013-06-16 21:25:00,,,,,,,,,,,,,,,,,,
1122,2013-06-18,below,2013-06-17 21:50:00,above,2013-06-18 01:50:00,,,,,,,,,,,,,,,,
1123,2013-06-19,below,2013-06-18 21:00:00,above,2013-06-19 01:55:00,below,2013-06-19 03:25:00,above,2013-06-19 04:20:00,below,2013-06-19 07:45:00,above,2013-06-19 08:00:00,below,2013-06-19 09:40:00,above,2013-06-19 10:20:00,below,2013-06-19 10:45:00,above,2013-06-19 11:15:00
1124,2013-06-20,below,2013-06-19 21:30:00,,,,,,,,,,,,,,,,,,
1125,2013-06-24,below,2013-06-23 20:50:00,,,,,,,,,,,,,,,,,,
1126,2013-06-25,above,2013-06-24 21:05:00,below,2013-06-24 23:15:00,above,2013-06-25 02:35:00,below,2013-06-25 10:15:00,above,2013-06-25 10:45:00,,,,,,,,,,
1127,2013-06-26,above,2013-06-25 20:35:00,,,,,,,,,,,,,,,,,,
1128,2013-06-27,above,2013-06-26 21:25:00,,,,,,,,,,,,,,,,,,
1129,2013-07-01,below,2013-06-30 20:45:00,above,2013-07-01 01:50:00,,,,,,,,,,,,,,,,
1130,2013-07-02,above,2013-07-01 20:45:00,below,2013-07-02 08:55:00,above,2013-07-02 09:35:00,below,2013-07-02 14:05:00,,,,,,,,,,,,
1131,2013-07-03,below,2013-07-02 21:40:00,above,2013-07-03 09:50:00,below,2013-07-03 10:00:00,above,2013-07-03 10:20:00,,,,,,,,,,,,
1132,2013-07-04,above,2013-07-03 22:50:00,,,,,,,,,,,,,,,,,,
1133,2013-07-08,below,2013-07-07 21:55:00,above,2013-07-08 03:30:00,below,2013-07-08 10:35:00,,,,,,,,,,,,,,
